election_id,event_number,canadian_province,province_canadienne,electoral_district_number_numéro_de_circonscription,electoral_district_name_english_anglais,electoral_district_name_english_anglais2,nom_de_circonscription_français_french,nom_de_circonscription_français_french2
GE.37.2000,3700,Ontario,Ontario,ED35-087,Thunder Bay--Superior North,Thunder Bay—Superior North,Thunder Bay--Superior-Nord,Thunder Bay—Superior-Nord
GE.37.2000,3700,Ontario,Ontario,ED35-088,Timiskaming--Cochrane,Timiskaming—Cochrane,Timiskaming--Cochrane,Timiskaming—Cochrane
GE.37.2000,3700,Ontario,Ontario,ED35-089,Timmins--James Bay,Timmins—James Bay,Timmins--Baie James,Timmins—Baie James
GE.37.2000,3700,Ontario,Ontario,ED35-090,Toronto Centre--Rosedale,Toronto Centre—Rosedale,Toronto-Centre--Rosedale,Toronto-Centre—Rosedale
GE.37.2000,3700,Ontario,Ontario,ED35-091,Trinity--Spadina,Trinity—Spadina,Trinity--Spadina,Trinity—Spadina
GE.37.2000,3700,Ontario,Ontario,ED35-092,Vaughan--King--Aurora,Vaughan—King—Aurora,Vaughan--King--Aurora,Vaughan—King—Aurora
GE.37.2000,3700,Ontario,Ontario,ED35-093,Haliburton--Victoria--Brock,Haliburton—Victoria—Brock,Haliburton--Victoria--Brock,Haliburton—Victoria—Brock
GE.37.2000,3700,Ontario,Ontario,ED35-094,Waterloo--Wellington,Waterloo—Wellington,Waterloo--Wellington,Waterloo—Wellington
GE.37.2000,3700,Ontario,Ontario,ED35-095,Ancaster--Dundas--Flamborough--Aldershot,Ancaster—Dundas—Flamborough—Aldershot,Ancaster--Dundas--Flamborough--Aldershot,Ancaster—Dundas—Flamborough—Aldershot
GE.37.2000,3700,Ontario,Ontario,ED35-096,Whitby--Ajax,Whitby—Ajax,Whitby--Ajax,Whitby—Ajax
GE.37.2000,3700,Ontario,Ontario,ED35-097,Willowdale,Willowdale,Willowdale,Willowdale
GE.37.2000,3700,Ontario,Ontario,ED35-098,Windsor--St. Clair,Windsor—St. Clair,Windsor--St. Clair,Windsor—St. Clair
GE.37.2000,3700,Ontario,Ontario,ED35-099,Windsor West,Windsor West,Windsor-Ouest,Windsor-Ouest
GE.37.2000,3700,Ontario,Ontario,ED35-100,York Centre,York Centre,York-Centre,York-Centre
GE.37.2000,3700,Ontario,Ontario,ED35-101,York North,York North,York-Nord,York-Nord
GE.37.2000,3700,Ontario,Ontario,ED35-102,York South--Weston,York South—Weston,York-Sud--Weston,York-Sud—Weston
GE.37.2000,3700,Ontario,Ontario,ED35-103,York West,York West,York-Ouest,York-Ouest
GE.37.2000,3700,Prince Edward Island,Île-du-Prince-Édouard,ED11-001,Cardigan,Cardigan,Cardigan,Cardigan
GE.37.2000,3700,Prince Edward Island,Île-du-Prince-Édouard,ED11-002,Egmont,Egmont,Egmont,Egmont
GE.37.2000,3700,Prince Edward Island,Île-du-Prince-Édouard,ED11-003,Hillsborough,Hillsborough,Hillsborough,Hillsborough
GE.37.2000,3700,Prince Edward Island,Île-du-Prince-Édouard,ED11-004,Malpeque,Malpeque,Malpeque,Malpeque
GE.37.2000,3700,Quebec,Québec,ED24-001,Abitibi--Baie-James--Nunavik,Abitibi—Baie-James—Nunavik,Abitibi--Baie-James--Nunavik,Abitibi—Baie-James—Nunavik
GE.37.2000,3700,Quebec,Québec,ED24-002,Ahuntsic,Ahuntsic,Ahuntsic,Ahuntsic
GE.37.2000,3700,Quebec,Québec,ED24-003,Anjou--Rivière-des-Prairies,Anjou—Rivière-des-Prairies,Anjou--Rivière-des-Prairies,Anjou—Rivière-des-Prairies
GE.37.2000,3700,Quebec,Québec,ED24-004,Argenteuil--Papineau--Mirabel,Argenteuil—Papineau—Mirabel,Argenteuil--Papineau--Mirabel,Argenteuil—Papineau—Mirabel
GE.37.2000,3700,Quebec,Québec,ED24-005,Beauce,Beauce,Beauce,Beauce
GE.37.2000,3700,Quebec,Québec,ED24-006,Beauharnois--Salaberry,Beauharnois—Salaberry,Beauharnois--Salaberry,Beauharnois—Salaberry
GE.37.2000,3700,Quebec,Québec,ED24-007,Beauport--Montmorency--Côte-de-Beaupré--Île-d'Orléans,Beauport—Montmorency—Côte-de-Beaupré—Île-d'Orléans,Beauport--Montmorency--Côte-de-Beaupré--Île-d'Orléans,Beauport—Montmorency—Côte-de-Beaupré—Île-d'Orléans
GE.37.2000,3700,Quebec,Québec,ED24-008,Bellechasse--Etchemins--Montmagny--L'Islet,Bellechasse—Etchemins—Montmagny—L'Islet,Bellechasse--Etchemins--Montmagny--L'Islet,Bellechasse—Etchemins—Montmagny—L'Islet
GE.37.2000,3700,Quebec,Québec,ED24-009,Berthier--Montcalm,Berthier—Montcalm,Berthier--Montcalm,Berthier—Montcalm
GE.37.2000,3700,Quebec,Québec,ED24-010,Bourassa,Bourassa,Bourassa,Bourassa
GE.37.2000,3700,Quebec,Québec,ED24-011,Brome--Missisquoi,Brome—Missisquoi,Brome--Missisquoi,Brome—Missisquoi
GE.37.2000,3700,Quebec,Québec,ED24-012,Brossard--La Prairie,Brossard—La Prairie,Brossard--La Prairie,Brossard—La Prairie
GE.37.2000,3700,Quebec,Québec,ED24-013,Chambly,Chambly,Chambly,Chambly
GE.37.2000,3700,Quebec,Québec,ED24-014,Champlain,Champlain,Champlain,Champlain
GE.37.2000,3700,Quebec,Québec,ED24-015,Charlesbourg--Jacques-Cartier,Charlesbourg—Jacques-Cartier,Charlesbourg--Jacques-Cartier,Charlesbourg—Jacques-Cartier
GE.37.2000,3700,Quebec,Québec,ED24-016,Charlevoix,Charlevoix,Charlevoix,Charlevoix
GE.37.2000,3700,Quebec,Québec,ED24-017,Châteauguay,Châteauguay,Châteauguay,Châteauguay
GE.37.2000,3700,Quebec,Québec,ED24-018,Chicoutimi--Le Fjord,Chicoutimi—Le Fjord,Chicoutimi--Le Fjord,Chicoutimi—Le Fjord
GE.37.2000,3700,Quebec,Québec,ED24-019,Compton--Stanstead,Compton—Stanstead,Compton--Stanstead,Compton—Stanstead
GE.37.2000,3700,Quebec,Québec,ED24-020,Drummond,Drummond,Drummond,Drummond
GE.37.2000,3700,Quebec,Québec,ED24-021,Frontenac--Mégantic,Frontenac—Mégantic,Frontenac--Mégantic,Frontenac—Mégantic
GE.37.2000,3700,Quebec,Québec,ED24-022,Bonaventure--Gaspé--Îles-de-la-Madeleine--Pabok,Bonaventure—Gaspé—Îles-de-la-Madeleine—Pabok,Bonaventure--Gaspé--Îles-de-la-Madeleine--Pabok,Bonaventure—Gaspé—Îles-de-la-Madeleine—Pabok
GE.37.2000,3700,Quebec,Québec,ED24-023,Gatineau,Gatineau,Gatineau,Gatineau
GE.37.2000,3700,Quebec,Québec,ED24-024,Hochelaga--Maisonneuve,Hochelaga—Maisonneuve,Hochelaga--Maisonneuve,Hochelaga—Maisonneuve
GE.37.2000,3700,Quebec,Québec,ED24-025,Hull--Aylmer,Hull—Aylmer,Hull--Aylmer,Hull—Aylmer
GE.37.2000,3700,Quebec,Québec,ED24-026,Joliette,Joliette,Joliette,Joliette
GE.37.2000,3700,Quebec,Québec,ED24-027,Jonquière,Jonquière,Jonquière,Jonquière
GE.37.2000,3700,Quebec,Québec,ED24-028,Kamouraska--Rivière-du-Loup--Témiscouata--Les Basques,Kamouraska—Rivière-du-Loup—Témiscouata—Les Basques,Kamouraska--Rivière-du-Loup--Témiscouata--Les Basques,Kamouraska—Rivière-du-Loup—Témiscouata—Les Basques
GE.37.2000,3700,Quebec,Québec,ED24-029,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce—Lachine,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce—Lachine
GE.37.2000,3700,Quebec,Québec,ED24-030,Lac-Saint-Jean--Saguenay,Lac-Saint-Jean—Saguenay,Lac-Saint-Jean--Saguenay,Lac-Saint-Jean—Saguenay
GE.37.2000,3700,Quebec,Québec,ED24-031,Lac-Saint-Louis,Lac-Saint-Louis,Lac-Saint-Louis,Lac-Saint-Louis
GE.37.2000,3700,Quebec,Québec,ED24-032,LaSalle--Émard,LaSalle—Émard,LaSalle--Émard,LaSalle—Émard
GE.37.2000,3700,Quebec,Québec,ED24-033,Laurentides,Laurentides,Laurentides,Laurentides
GE.37.2000,3700,Quebec,Québec,ED24-034,Laurier--Sainte-Marie,Laurier—Sainte-Marie,Laurier--Sainte-Marie,Laurier—Sainte-Marie
GE.37.2000,3700,Quebec,Québec,ED24-035,Laval Centre,Laval Centre,Laval-Centre,Laval-Centre
GE.37.2000,3700,Quebec,Québec,ED24-036,Laval East,Laval East,Laval-Est,Laval-Est
GE.37.2000,3700,Quebec,Québec,ED24-037,Laval West,Laval West,Laval-Ouest,Laval-Ouest
GE.37.2000,3700,Quebec,Québec,ED24-038,Lévis-et-Chutes-de-la-Chaudière,Lévis-et-Chutes-de-la-Chaudière,Lévis-et-Chutes-de-la-Chaudière,Lévis-et-Chutes-de-la-Chaudière
GE.37.2000,3700,Quebec,Québec,ED24-039,Longueuil,Longueuil,Longueuil,Longueuil
GE.37.2000,3700,Quebec,Québec,ED24-040,Lotbinière-L'Érable,Lotbinière-L'Érable,Lotbinière-L'Érable,Lotbinière-L'Érable
GE.37.2000,3700,Quebec,Québec,ED24-041,Louis-Hébert,Louis-Hébert,Louis-Hébert,Louis-Hébert
GE.37.2000,3700,Quebec,Québec,ED24-042,Manicouagan,Manicouagan,Manicouagan,Manicouagan
GE.37.2000,3700,Quebec,Québec,ED24-043,Matapédia--Matane,Matapédia—Matane,Matapédia--Matane,Matapédia—Matane
GE.37.2000,3700,Quebec,Québec,ED24-044,Mercier,Mercier,Mercier,Mercier
GE.37.2000,3700,Quebec,Québec,ED24-045,Mount Royal,Mount Royal,Mont-Royal,Mont-Royal
GE.37.2000,3700,Quebec,Québec,ED24-046,Outremont,Outremont,Outremont,Outremont
GE.37.2000,3700,Quebec,Québec,ED24-047,Papineau--Saint-Denis,Papineau—Saint-Denis,Papineau--Saint-Denis,Papineau—Saint-Denis
GE.37.2000,3700,Quebec,Québec,ED24-048,Pierrefonds--Dollard,Pierrefonds—Dollard,Pierrefonds--Dollard,Pierrefonds—Dollard
GE.37.2000,3700,Quebec,Québec,ED24-049,Pontiac--Gatineau--Labelle,Pontiac—Gatineau—Labelle,Pontiac--Gatineau--Labelle,Pontiac—Gatineau—Labelle
GE.37.2000,3700,Quebec,Québec,ED24-050,Portneuf,Portneuf,Portneuf,Portneuf
GE.37.2000,3700,Quebec,Québec,ED24-051,Québec,Québec,Québec,Québec
GE.37.2000,3700,Quebec,Québec,ED24-052,Québec East,Québec East,Québec-Est,Québec-Est
GE.37.2000,3700,Quebec,Québec,ED24-053,Repentigny,Repentigny,Repentigny,Repentigny
GE.37.2000,3700,Quebec,Québec,ED24-054,Bas-Richelieu--Nicolet--Bécancour,Bas-Richelieu—Nicolet—Bécancour,Bas-Richelieu--Nicolet--Bécancour,Bas-Richelieu—Nicolet—Bécancour
GE.37.2000,3700,Quebec,Québec,ED24-055,Richmond--Arthabaska,Richmond—Arthabaska,Richmond--Arthabaska,Richmond—Arthabaska
GE.37.2000,3700,Quebec,Québec,ED24-056,Rimouski-Neigette-et-la Mitis,Rimouski-Neigette-et-la Mitis,Rimouski-Neigette-et-la Mitis,Rimouski-Neigette-et-la Mitis
GE.37.2000,3700,Quebec,Québec,ED24-057,Roberval,Roberval,Roberval,Roberval
GE.37.2000,3700,Quebec,Québec,ED24-058,Rosemont--Petite-Patrie,Rosemont—Petite-Patrie,Rosemont--Petite-Patrie,Rosemont—Petite-Patrie
GE.37.2000,3700,Quebec,Québec,ED24-059,Témiscamingue,Témiscamingue,Témiscamingue,Témiscamingue
GE.37.2000,3700,Quebec,Québec,ED24-060,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles
GE.37.2000,3700,Quebec,Québec,ED24-061,Saint-Bruno--Saint-Hubert,Saint-Bruno—Saint-Hubert,Saint-Bruno--Saint-Hubert,Saint-Bruno—Saint-Hubert
GE.37.2000,3700,Quebec,Québec,ED24-062,Saint-Hyacinthe--Bagot,Saint-Hyacinthe—Bagot,Saint-Hyacinthe--Bagot,Saint-Hyacinthe—Bagot
GE.37.2000,3700,Quebec,Québec,ED24-063,Saint-Jean,Saint-Jean,Saint-Jean,Saint-Jean
GE.37.2000,3700,Quebec,Québec,ED24-064,Saint-Lambert,Saint-Lambert,Saint-Lambert,Saint-Lambert
GE.37.2000,3700,Quebec,Québec,ED24-065,Saint-Laurent--Cartierville,Saint-Laurent—Cartierville,Saint-Laurent--Cartierville,Saint-Laurent—Cartierville
GE.37.2000,3700,Quebec,Québec,ED24-066,Saint-Léonard--Saint-Michel,Saint-Léonard—Saint-Michel,Saint-Léonard--Saint-Michel,Saint-Léonard—Saint-Michel
GE.37.2000,3700,Quebec,Québec,ED24-067,Saint-Maurice,Saint-Maurice,Saint-Maurice,Saint-Maurice
GE.37.2000,3700,Quebec,Québec,ED24-068,Shefford,Shefford,Shefford,Shefford
GE.37.2000,3700,Quebec,Québec,ED24-069,Sherbrooke,Sherbrooke,Sherbrooke,Sherbrooke
GE.37.2000,3700,Quebec,Québec,ED24-070,Terrebonne--Blainville,Terrebonne—Blainville,Terrebonne--Blainville,Terrebonne—Blainville
GE.37.2000,3700,Quebec,Québec,ED24-071,Trois-Rivières,Trois-Rivières,Trois-Rivières,Trois-Rivières
GE.37.2000,3700,Quebec,Québec,ED24-072,Vaudreuil--Soulanges,Vaudreuil—Soulanges,Vaudreuil--Soulanges,Vaudreuil—Soulanges
GE.37.2000,3700,Quebec,Québec,ED24-073,Verchères--Les-Patriotes,Verchères—Les-Patriotes,Verchères--Les-Patriotes,Verchères—Les-Patriotes
GE.37.2000,3700,Quebec,Québec,ED24-074,Verdun--Saint-Henri--Saint-Paul--Pointe Saint-Charles,Verdun—Saint-Henri—Saint-Paul—Pointe Saint-Charles,Verdun--Saint-Henri--Saint-Paul--Pointe Saint-Charles,Verdun—Saint-Henri—Saint-Paul—Pointe Saint-Charles
GE.37.2000,3700,Quebec,Québec,ED24-075,Westmount--Ville-Marie,Westmount—Ville-Marie,Westmount--Ville-Marie,Westmount—Ville-Marie
GE.37.2000,3700,Saskatchewan,Saskatchewan,ED47-001,Battlefords--Lloydminster,Battlefords—Lloydminster,Battlefords--Lloydminster,Battlefords—Lloydminster
GE.37.2000,3700,Saskatchewan,Saskatchewan,ED47-002,Blackstrap,Blackstrap,Blackstrap,Blackstrap
GE.37.2000,3700,Saskatchewan,Saskatchewan,ED47-003,Churchill River,Churchill River,Rivière Churchill,Rivière Churchill
GE.37.2000,3700,Saskatchewan,Saskatchewan,ED47-004,Cypress Hills--Grasslands,Cypress Hills—Grasslands,Cypress Hills--Grasslands,Cypress Hills—Grasslands
GE.37.2000,3700,Saskatchewan,Saskatchewan,ED47-005,Palliser,Palliser,Palliser,Palliser
GE.37.2000,3700,Saskatchewan,Saskatchewan,ED47-006,Prince Albert,Prince Albert,Prince Albert,Prince Albert
GE.37.2000,3700,Saskatchewan,Saskatchewan,ED47-007,Regina--Qu'Appelle,Regina—Qu'Appelle,Regina--Qu'Appelle,Regina—Qu'Appelle
GE.37.2000,3700,Saskatchewan,Saskatchewan,ED47-008,Regina--Lumsden--Lake Centre,Regina—Lumsden—Lake Centre,Regina--Lumsden--Lake Centre,Regina—Lumsden—Lake Centre
GE.37.2000,3700,Saskatchewan,Saskatchewan,ED47-009,Saskatoon--Humboldt,Saskatoon—Humboldt,Saskatoon--Humboldt,Saskatoon—Humboldt
GE.37.2000,3700,Saskatchewan,Saskatchewan,ED47-010,Saskatoon--Rosetown--Biggar,Saskatoon—Rosetown—Biggar,Saskatoon--Rosetown--Biggar,Saskatoon—Rosetown—Biggar
GE.37.2000,3700,Saskatchewan,Saskatchewan,ED47-011,Souris--Moose Mountain,Souris—Moose Mountain,Souris--Moose Mountain,Souris—Moose Mountain
GE.37.2000,3700,Saskatchewan,Saskatchewan,ED47-012,Saskatoon--Wanuskewin,Saskatoon—Wanuskewin,Saskatoon--Wanuskewin,Saskatoon—Wanuskewin
GE.37.2000,3700,Saskatchewan,Saskatchewan,ED47-013,Wascana,Wascana,Wascana,Wascana
GE.37.2000,3700,Saskatchewan,Saskatchewan,ED47-014,Yorkton--Melville,Yorkton—Melville,Yorkton--Melville,Yorkton—Melville
GE.37.2000,3700,Yukon Territory,Territoire du Yukon,ED60-001,Yukon,Yukon,Yukon,Yukon
GE.38.2004,3800,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10001,Avalon,Avalon,Avalon,Avalon
GE.38.2004,3800,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10002,Bonavista--Exploits,Bonavista—Exploits,Bonavista--Exploits,Bonavista—Exploits
GE.38.2004,3800,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10003,Humber--St. Barbe--Baie Verte,Humber—St. Barbe—Baie Verte,Humber--St. Barbe--Baie Verte,Humber—St. Barbe—Baie Verte
GE.38.2004,3800,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10004,Labrador,Labrador,Labrador,Labrador
GE.38.2004,3800,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10005,Random--Burin--St. George's,Random—Burin—St. George's,Random--Burin--St. George's,Random—Burin—St. George's
GE.38.2004,3800,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10006,St. John's North,St. John's North,St. John's North,St. John's North
GE.38.2004,3800,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10007,St. John's South,St. John's South,St. John's South,St. John's South
GE.38.2004,3800,Prince Edward Island,Île-du-Prince-Édouard,11001,Cardigan,Cardigan,Cardigan,Cardigan
GE.38.2004,3800,Prince Edward Island,Île-du-Prince-Édouard,11002,Charlottetown,Charlottetown,Charlottetown,Charlottetown
GE.38.2004,3800,Prince Edward Island,Île-du-Prince-Édouard,11003,Egmont,Egmont,Egmont,Egmont
GE.38.2004,3800,Prince Edward Island,Île-du-Prince-Édouard,11004,Malpeque,Malpeque,Malpeque,Malpeque
GE.38.2004,3800,Nova Scotia,Nouvelle-Écosse,12001,Cape Breton--Canso,Cape Breton—Canso,Cape Breton--Canso,Cape Breton—Canso
GE.38.2004,3800,Nova Scotia,Nouvelle-Écosse,12002,Central Nova,Central Nova,Nova-Centre,Nova-Centre
GE.38.2004,3800,Nova Scotia,Nouvelle-Écosse,12003,Dartmouth--Cole Harbour,Dartmouth—Cole Harbour,Dartmouth--Cole Harbour,Dartmouth—Cole Harbour
GE.38.2004,3800,Nova Scotia,Nouvelle-Écosse,12004,Halifax,Halifax,Halifax,Halifax
GE.38.2004,3800,Nova Scotia,Nouvelle-Écosse,12005,Halifax West,Halifax West,Halifax-Ouest,Halifax-Ouest
GE.38.2004,3800,Nova Scotia,Nouvelle-Écosse,12006,Kings--Hants,Kings—Hants,Kings--Hants,Kings—Hants
GE.38.2004,3800,Nova Scotia,Nouvelle-Écosse,12007,North Nova,North Nova,Nova-Nord,Nova-Nord
GE.38.2004,3800,Nova Scotia,Nouvelle-Écosse,12008,Sackville--Eastern Shore,Sackville—Eastern Shore,Sackville--Eastern Shore,Sackville—Eastern Shore
GE.38.2004,3800,Nova Scotia,Nouvelle-Écosse,12009,South Shore--St. Margaret's,South Shore—St. Margaret's,South Shore--St. Margaret's,South Shore—St. Margaret's
GE.38.2004,3800,Nova Scotia,Nouvelle-Écosse,12010,Sydney--Victoria,Sydney—Victoria,Sydney--Victoria,Sydney—Victoria
GE.38.2004,3800,Nova Scotia,Nouvelle-Écosse,12011,West Nova,West Nova,Nova-Ouest,Nova-Ouest
GE.38.2004,3800,New Brunswick,Nouveau-Brunswick,13001,Acadie--Bathurst,Acadie—Bathurst,Acadie--Bathurst,Acadie—Bathurst
GE.38.2004,3800,New Brunswick,Nouveau-Brunswick,13002,Beauséjour,Beauséjour,Beauséjour,Beauséjour
GE.38.2004,3800,New Brunswick,Nouveau-Brunswick,13003,Fredericton,Fredericton,Fredericton,Fredericton
GE.38.2004,3800,New Brunswick,Nouveau-Brunswick,13004,Fundy,Fundy,Fundy,Fundy
GE.38.2004,3800,New Brunswick,Nouveau-Brunswick,13005,Madawaska--Restigouche,Madawaska—Restigouche,Madawaska--Restigouche,Madawaska—Restigouche
GE.38.2004,3800,New Brunswick,Nouveau-Brunswick,13006,Miramichi,Miramichi,Miramichi,Miramichi
GE.38.2004,3800,New Brunswick,Nouveau-Brunswick,13007,Moncton--Riverview--Dieppe,Moncton—Riverview—Dieppe,Moncton--Riverview--Dieppe,Moncton—Riverview—Dieppe
GE.38.2004,3800,New Brunswick,Nouveau-Brunswick,13008,St. Croix--Belleisle,St. Croix—Belleisle,St. Croix--Belleisle,St. Croix—Belleisle
GE.38.2004,3800,New Brunswick,Nouveau-Brunswick,13009,Saint John,Saint John,Saint John,Saint John
GE.38.2004,3800,New Brunswick,Nouveau-Brunswick,13010,Tobique--Mactaquac,Tobique—Mactaquac,Tobique--Mactaquac,Tobique—Mactaquac
GE.38.2004,3800,Quebec,Québec,24001,Abitibi--Témiscamingue,Abitibi—Témiscamingue,Abitibi--Témiscamingue,Abitibi—Témiscamingue
GE.38.2004,3800,Quebec,Québec,24002,Ahuntsic,Ahuntsic,Ahuntsic,Ahuntsic
GE.38.2004,3800,Quebec,Québec,24003,Alfred-Pellan,Alfred-Pellan,Alfred-Pellan,Alfred-Pellan
GE.38.2004,3800,Quebec,Québec,24004,Argenteuil--Mirabel,Argenteuil—Mirabel,Argenteuil--Mirabel,Argenteuil—Mirabel
GE.38.2004,3800,Quebec,Québec,24005,Beauce,Beauce,Beauce,Beauce
GE.38.2004,3800,Quebec,Québec,24006,Beauharnois--Salaberry,Beauharnois—Salaberry,Beauharnois--Salaberry,Beauharnois—Salaberry
GE.38.2004,3800,Quebec,Québec,24007,Beauport,Beauport,Beauport,Beauport
GE.38.2004,3800,Quebec,Québec,24008,Berthier--Maskinongé,Berthier—Maskinongé,Berthier--Maskinongé,Berthier—Maskinongé
GE.38.2004,3800,Quebec,Québec,24009,Bourassa,Bourassa,Bourassa,Bourassa
GE.38.2004,3800,Quebec,Québec,24010,Brome--Missisquoi,Brome—Missisquoi,Brome--Missisquoi,Brome—Missisquoi
GE.38.2004,3800,Quebec,Québec,24011,Brossard--La Prairie,Brossard—La Prairie,Brossard--La Prairie,Brossard—La Prairie
GE.38.2004,3800,Quebec,Québec,24012,Chambly--Borduas,Chambly—Borduas,Chambly--Borduas,Chambly—Borduas
GE.38.2004,3800,Quebec,Québec,24013,Charlesbourg,Charlesbourg,Charlesbourg,Charlesbourg
GE.38.2004,3800,Quebec,Québec,24014,Charlevoix--Montmorency,Charlevoix—Montmorency,Charlevoix--Montmorency,Charlevoix—Montmorency
GE.38.2004,3800,Quebec,Québec,24015,Châteauguay--Saint-Constant,Châteauguay—Saint-Constant,Châteauguay--Saint-Constant,Châteauguay—Saint-Constant
GE.38.2004,3800,Quebec,Québec,24016,Chicoutimi--Le Fjord,Chicoutimi—Le Fjord,Chicoutimi--Le Fjord,Chicoutimi—Le Fjord
GE.38.2004,3800,Quebec,Québec,24017,Compton--Stanstead,Compton—Stanstead,Compton--Stanstead,Compton—Stanstead
GE.38.2004,3800,Quebec,Québec,24018,Drummond,Drummond,Drummond,Drummond
GE.38.2004,3800,Quebec,Québec,24019,Gaspésie--Îles-de-la-Madeleine,Gaspésie—Îles-de-la-Madeleine,Gaspésie--Îles-de-la-Madeleine,Gaspésie—Îles-de-la-Madeleine
GE.38.2004,3800,Quebec,Québec,24020,Gatineau,Gatineau,Gatineau,Gatineau
GE.38.2004,3800,Quebec,Québec,24021,Hochelaga,Hochelaga,Hochelaga,Hochelaga
GE.38.2004,3800,Quebec,Québec,24022,Honoré-Mercier,Honoré-Mercier,Honoré-Mercier,Honoré-Mercier
GE.38.2004,3800,Quebec,Québec,24023,Hull--Aylmer,Hull—Aylmer,Hull--Aylmer,Hull—Aylmer
GE.38.2004,3800,Quebec,Québec,24024,Jeanne-Le Ber,Jeanne-Le Ber,Jeanne-Le Ber,Jeanne-Le Ber
GE.38.2004,3800,Quebec,Québec,24025,Joliette,Joliette,Joliette,Joliette
GE.38.2004,3800,Quebec,Québec,24026,Jonquière--Alma,Jonquière—Alma,Jonquière--Alma,Jonquière—Alma
GE.38.2004,3800,Quebec,Québec,24027,Lac-Saint-Louis,Lac-Saint-Louis,Lac-Saint-Louis,Lac-Saint-Louis
GE.38.2004,3800,Quebec,Québec,24028,La Pointe-de-l'Île,La Pointe-de-l'Île,La Pointe-de-l'Île,La Pointe-de-l'Île
GE.38.2004,3800,Quebec,Québec,24029,LaSalle--Émard,LaSalle—Émard,LaSalle--Émard,LaSalle—Émard
GE.38.2004,3800,Quebec,Québec,24030,Laurentides--Labelle,Laurentides—Labelle,Laurentides--Labelle,Laurentides—Labelle
GE.38.2004,3800,Quebec,Québec,24031,Laurier,Laurier,Laurier,Laurier
GE.38.2004,3800,Quebec,Québec,24032,Laval,Laval,Laval,Laval
GE.38.2004,3800,Quebec,Québec,24033,Laval--Les Îles,Laval—Les Îles,Laval--Les Îles,Laval—Les Îles
GE.38.2004,3800,Quebec,Québec,24034,Lévis--Bellechasse,Lévis—Bellechasse,Lévis--Bellechasse,Lévis—Bellechasse
GE.38.2004,3800,Quebec,Québec,24035,Longueuil,Longueuil,Longueuil,Longueuil
GE.38.2004,3800,Quebec,Québec,24036,Lotbinière--Chutes-de-la-Chaudière,Lotbinière—Chutes-de-la-Chaudière,Lotbinière--Chutes-de-la-Chaudière,Lotbinière—Chutes-de-la-Chaudière
GE.38.2004,3800,Quebec,Québec,24037,Louis-Hébert,Louis-Hébert,Louis-Hébert,Louis-Hébert
GE.38.2004,3800,Quebec,Québec,24038,Louis-Saint-Laurent,Louis-Saint-Laurent,Louis-Saint-Laurent,Louis-Saint-Laurent
GE.38.2004,3800,Quebec,Québec,24039,Manicouagan,Manicouagan,Manicouagan,Manicouagan
GE.38.2004,3800,Quebec,Québec,24040,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin
GE.38.2004,3800,Quebec,Québec,24041,Matapédia--Matane,Matapédia—Matane,Matapédia--Matane,Matapédia—Matane
GE.38.2004,3800,Quebec,Québec,24042,Mégantic--L'Érable,Mégantic—L'Érable,Mégantic--L'Érable,Mégantic—L'Érable
GE.38.2004,3800,Quebec,Québec,24043,Montcalm,Montcalm,Montcalm,Montcalm
GE.38.2004,3800,Quebec,Québec,24044,Mount Royal,Mount Royal,Mont-Royal,Mont-Royal
GE.38.2004,3800,Quebec,Québec,24045,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce—Lachine,Notre-Dame-de-Grâce--Lachine,Notre-Dame-de-Grâce—Lachine
GE.38.2004,3800,Quebec,Québec,24046,Nunavik--Eeyou,Nunavik—Eeyou,Nunavik--Eeyou,Nunavik—Eeyou
GE.38.2004,3800,Quebec,Québec,24047,Outremont,Outremont,Outremont,Outremont
GE.38.2004,3800,Quebec,Québec,24048,Papineau,Papineau,Papineau,Papineau
GE.38.2004,3800,Quebec,Québec,24049,Pierrefonds--Dollard,Pierrefonds—Dollard,Pierrefonds--Dollard,Pierrefonds—Dollard
GE.38.2004,3800,Quebec,Québec,24050,Pontiac,Pontiac,Pontiac,Pontiac
GE.38.2004,3800,Quebec,Québec,24051,Portneuf,Portneuf,Portneuf,Portneuf
GE.38.2004,3800,Quebec,Québec,24052,Québec,Québec,Québec,Québec
GE.38.2004,3800,Quebec,Québec,24053,Repentigny,Repentigny,Repentigny,Repentigny
GE.38.2004,3800,Quebec,Québec,24054,Richelieu,Richelieu,Richelieu,Richelieu
