election_id,event_number,canadian_province,province_canadienne,electoral_district_number_numéro_de_circonscription,electoral_district_name_english_anglais,electoral_district_name_english_anglais2,nom_de_circonscription_français_french,nom_de_circonscription_français_french2
GE.36.1997,3600,Alberta,Alberta,ED48-001,Athabasca,Athabasca,Athabasca,Athabasca
GE.36.1997,3600,Alberta,Alberta,ED48-002,Calgary Centre,Calgary Centre,Calgary-Centre,Calgary-Centre
GE.36.1997,3600,Alberta,Alberta,ED48-003,Calgary East,Calgary East,Calgary-Est,Calgary-Est
GE.36.1997,3600,Alberta,Alberta,ED48-004,Calgary Northeast,Calgary Northeast,Calgary-Nord-Est,Calgary-Nord-Est
GE.36.1997,3600,Alberta,Alberta,ED48-005,Calgary--Nose Hill,Calgary—Nose Hill,Calgary--Nose Hill,Calgary—Nose Hill
GE.36.1997,3600,Alberta,Alberta,ED48-006,Calgary Southeast,Calgary Southeast,Calgary-Sud-Est,Calgary-Sud-Est
GE.36.1997,3600,Alberta,Alberta,ED48-007,Calgary Southwest,Calgary Southwest,Calgary-Sud-Ouest,Calgary-Sud-Ouest
GE.36.1997,3600,Alberta,Alberta,ED48-008,Calgary West,Calgary West,Calgary-Ouest,Calgary-Ouest
GE.36.1997,3600,Alberta,Alberta,ED48-009,Crowfoot,Crowfoot,Crowfoot,Crowfoot
GE.36.1997,3600,Alberta,Alberta,ED48-010,Edmonton East,Edmonton East,Edmonton-Est,Edmonton-Est
GE.36.1997,3600,Alberta,Alberta,ED48-011,Edmonton North,Edmonton North,Edmonton-Nord,Edmonton-Nord
GE.36.1997,3600,Alberta,Alberta,ED48-012,Edmonton Southeast,Edmonton Southeast,Edmonton-Sud-Est,Edmonton-Sud-Est
GE.36.1997,3600,Alberta,Alberta,ED48-013,Edmonton Southwest,Edmonton Southwest,Edmonton-Sud-Ouest,Edmonton-Sud-Ouest
GE.36.1997,3600,Alberta,Alberta,ED48-014,Edmonton--Strathcona,Edmonton—Strathcona,Edmonton--Strathcona,Edmonton—Strathcona
GE.36.1997,3600,Alberta,Alberta,ED48-015,Edmonton West,Edmonton West,Edmonton-Ouest,Edmonton-Ouest
GE.36.1997,3600,Alberta,Alberta,ED48-016,Elk Island,Elk Island,Elk Island,Elk Island
GE.36.1997,3600,Alberta,Alberta,ED48-017,Lakeland,Lakeland,Lakeland,Lakeland
GE.36.1997,3600,Alberta,Alberta,ED48-018,Lethbridge,Lethbridge,Lethbridge,Lethbridge
GE.36.1997,3600,Alberta,Alberta,ED48-019,Macleod,Macleod,Macleod,Macleod
GE.36.1997,3600,Alberta,Alberta,ED48-020,Medicine Hat,Medicine Hat,Medicine Hat,Medicine Hat
GE.36.1997,3600,Alberta,Alberta,ED48-021,Peace River,Peace River,Peace River,Peace River
GE.36.1997,3600,Alberta,Alberta,ED48-022,Red Deer,Red Deer,Red Deer,Red Deer
GE.36.1997,3600,Alberta,Alberta,ED48-023,St. Albert,St. Albert,St. Albert,St. Albert
GE.36.1997,3600,Alberta,Alberta,ED48-024,Wetaskiwin,Wetaskiwin,Wetaskiwin,Wetaskiwin
GE.36.1997,3600,Alberta,Alberta,ED48-025,Wild Rose,Wild Rose,Wild Rose,Wild Rose
GE.36.1997,3600,Alberta,Alberta,ED48-026,Yellowhead,Yellowhead,Yellowhead,Yellowhead
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-001,Burnaby--Douglas,Burnaby—Douglas,Burnaby--Douglas,Burnaby—Douglas
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-002,Cariboo--Chilcotin,Cariboo—Chilcotin,Cariboo--Chilcotin,Cariboo—Chilcotin
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-003,Delta--South Richmond,Delta—South Richmond,Delta--South Richmond,Delta—South Richmond
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-004,Dewdney--Alouette,Dewdney—Alouette,Dewdney--Alouette,Dewdney—Alouette
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-005,Esquimalt--Juan de Fuca,Esquimalt—Juan de Fuca,Esquimalt--Juan de Fuca,Esquimalt—Juan de Fuca
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-006,Fraser Valley,Fraser Valley,Fraser Valley,Fraser Valley
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-007,Kamloops,Kamloops,Kamloops,Kamloops
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-008,Kelowna,Kelowna,Kelowna,Kelowna
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-009,Kootenay--Columbia,Kootenay—Columbia,Kootenay--Columbia,Kootenay—Columbia
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-010,Langley--Abbotsford,Langley—Abbotsford,Langley--Abbotsford,Langley—Abbotsford
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-011,Nanaimo--Alberni,Nanaimo—Alberni,Nanaimo--Alberni,Nanaimo—Alberni
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-012,Nanaimo--Cowichan,Nanaimo—Cowichan,Nanaimo--Cowichan,Nanaimo—Cowichan
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-013,New Westminster--Coquitlam--Burnaby,New Westminster—Coquitlam—Burnaby,New Westminster--Coquitlam--Burnaby,New Westminster—Coquitlam—Burnaby
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-014,Okanagan--Shuswap,Okanagan—Shuswap,Okanagan--Shuswap,Okanagan—Shuswap
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-015,North Vancouver,North Vancouver,North Vancouver,North Vancouver
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-016,Okanagan--Coquihalla,Okanagan—Coquihalla,Okanagan--Coquihalla,Okanagan—Coquihalla
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-017,Port Moody--Coquitlam,Port Moody—Coquitlam,Port Moody--Coquitlam,Port Moody—Coquitlam
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-018,Prince George--Bulkley Valley,Prince George—Bulkley Valley,Prince George--Bulkley Valley,Prince George—Bulkley Valley
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-019,Prince George--Peace River,Prince George—Peace River,Prince George--Peace River,Prince George—Peace River
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-020,Richmond,Richmond,Richmond,Richmond
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-021,Saanich--Gulf Islands,Saanich—Gulf Islands,Saanich--Gulf Islands,Saanich—Gulf Islands
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-022,Skeena,Skeena,Skeena,Skeena
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-023,South Surrey--White Rock--Langley,South Surrey—White Rock—Langley,South Surrey--White Rock--Langley,South Surrey—White Rock—Langley
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-024,Surrey Central,Surrey Central,Surrey-Centre,Surrey-Centre
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-025,Surrey North,Surrey North,Surrey-Nord,Surrey-Nord
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-026,Vancouver Centre,Vancouver Centre,Vancouver-Centre,Vancouver-Centre
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-027,Vancouver East,Vancouver East,Vancouver-Est,Vancouver-Est
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-028,Vancouver Island North,Vancouver Island North,Île de Vancouver-Nord,Île de Vancouver-Nord
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-029,Vancouver Kingsway,Vancouver Kingsway,Vancouver Kingsway,Vancouver Kingsway
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-030,Vancouver Quadra,Vancouver Quadra,Vancouver Quadra,Vancouver Quadra
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-031,Vancouver South--Burnaby,Vancouver South—Burnaby,Vancouver-Sud--Burnaby,Vancouver-Sud—Burnaby
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-032,Victoria,Victoria,Victoria,Victoria
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-033,West Kootenay--Okanagan,West Kootenay—Okanagan,West Kootenay--Okanagan,West Kootenay—Okanagan
GE.36.1997,3600,British Columbia,Colombie-Britannique,ED59-034,West Vancouver--Sunshine Coast,West Vancouver—Sunshine Coast,West Vancouver--Sunshine Coast,West Vancouver—Sunshine Coast
GE.36.1997,3600,Manitoba,Manitoba,ED46-001,Brandon--Souris,Brandon—Souris,Brandon--Souris,Brandon—Souris
GE.36.1997,3600,Manitoba,Manitoba,ED46-002,Charleswood--Assiniboine,Charleswood—Assiniboine,Charleswood--Assiniboine,Charleswood—Assiniboine
GE.36.1997,3600,Manitoba,Manitoba,ED46-003,Churchill,Churchill,Churchill,Churchill
GE.36.1997,3600,Manitoba,Manitoba,ED46-004,Dauphin--Swan River,Dauphin—Swan River,Dauphin--Swan River,Dauphin—Swan River
GE.36.1997,3600,Manitoba,Manitoba,ED46-005,Portage--Lisgar,Portage—Lisgar,Portage--Lisgar,Portage—Lisgar
GE.36.1997,3600,Manitoba,Manitoba,ED46-006,Provencher,Provencher,Provencher,Provencher
GE.36.1997,3600,Manitoba,Manitoba,ED46-007,Saint Boniface,Saint Boniface,Saint-Boniface,Saint-Boniface
GE.36.1997,3600,Manitoba,Manitoba,ED46-008,Selkirk--Interlake,Selkirk—Interlake,Selkirk--Interlake,Selkirk—Interlake
GE.36.1997,3600,Manitoba,Manitoba,ED46-009,Winnipeg North Centre,Winnipeg North Centre,Winnipeg-Centre-Nord,Winnipeg-Centre-Nord
GE.36.1997,3600,Manitoba,Manitoba,ED46-010,Winnipeg Centre,Winnipeg Centre,Winnipeg-Centre,Winnipeg-Centre
GE.36.1997,3600,Manitoba,Manitoba,ED46-011,Winnipeg South,Winnipeg South,Winnipeg-Sud,Winnipeg-Sud
GE.36.1997,3600,Manitoba,Manitoba,ED46-012,Winnipeg South Centre,Winnipeg South Centre,Winnipeg-Centre-Sud,Winnipeg-Centre-Sud
GE.36.1997,3600,Manitoba,Manitoba,ED46-013,Winnipeg North--St. Paul,Winnipeg North—St. Paul,Winnipeg-Nord--St. Paul,Winnipeg-Nord—St. Paul
GE.36.1997,3600,Manitoba,Manitoba,ED46-014,Winnipeg--Transcona,Winnipeg—Transcona,Winnipeg--Transcona,Winnipeg—Transcona
GE.36.1997,3600,New Brunswick,Nouveau-Brunswick,ED13-001,Acadie--Bathurst,Acadie—Bathurst,Acadie--Bathurst,Acadie—Bathurst
GE.36.1997,3600,New Brunswick,Nouveau-Brunswick,ED13-002,Beauséjour--Petitcodiac,Beauséjour—Petitcodiac,Beauséjour--Petitcodiac,Beauséjour—Petitcodiac
GE.36.1997,3600,New Brunswick,Nouveau-Brunswick,ED13-003,Charlotte,Charlotte,Charlotte,Charlotte
GE.36.1997,3600,New Brunswick,Nouveau-Brunswick,ED13-004,Fredericton,Fredericton,Fredericton,Fredericton
GE.36.1997,3600,New Brunswick,Nouveau-Brunswick,ED13-005,Fundy--Royal,Fundy—Royal,Fundy--Royal,Fundy—Royal
GE.36.1997,3600,New Brunswick,Nouveau-Brunswick,ED13-006,Madawaska--Restigouche,Madawaska—Restigouche,Madawaska--Restigouche,Madawaska—Restigouche
GE.36.1997,3600,New Brunswick,Nouveau-Brunswick,ED13-007,Miramichi,Miramichi,Miramichi,Miramichi
GE.36.1997,3600,New Brunswick,Nouveau-Brunswick,ED13-008,Moncton,Moncton,Moncton,Moncton
GE.36.1997,3600,New Brunswick,Nouveau-Brunswick,ED13-009,Saint John,Saint John,Saint John,Saint John
GE.36.1997,3600,New Brunswick,Nouveau-Brunswick,ED13-010,Tobique--Mactaquac,Tobique—Mactaquac,Tobique--Mactaquac,Tobique—Mactaquac
GE.36.1997,3600,Newfoundland,Terre-Neuve,ED10-001,Bonavista--Trinity--Conception,Bonavista—Trinity—Conception,Bonavista--Trinity--Conception,Bonavista—Trinity—Conception
GE.36.1997,3600,Newfoundland,Terre-Neuve,ED10-002,Burin--St. George's,Burin—St. George's,Burin--St. George's,Burin—St. George's
GE.36.1997,3600,Newfoundland,Terre-Neuve,ED10-003,Gander--Grand Falls,Gander—Grand Falls,Gander--Grand Falls,Gander—Grand Falls
GE.36.1997,3600,Newfoundland,Terre-Neuve,ED10-004,Humber--St. Barbe--Baie Verte,Humber—St. Barbe—Baie Verte,Humber--St. Barbe--Baie Verte,Humber—St. Barbe—Baie Verte
GE.36.1997,3600,Newfoundland,Terre-Neuve,ED10-005,Labrador,Labrador,Labrador,Labrador
GE.36.1997,3600,Newfoundland,Terre-Neuve,ED10-006,St. John's East,St. John's East,St. John's-Est,St. John's-Est
GE.36.1997,3600,Newfoundland,Terre-Neuve,ED10-007,St. John's West,St. John's West,St. John's-Ouest,St. John's-Ouest
GE.36.1997,3600,Nova Scotia,Nouvelle-Écosse,ED12-001,Bras d'Or,Bras d'Or,Bras d'Or,Bras d'Or
GE.36.1997,3600,Nova Scotia,Nouvelle-Écosse,ED12-002,Cumberland--Colchester,Cumberland—Colchester,Cumberland--Colchester,Cumberland—Colchester
GE.36.1997,3600,Nova Scotia,Nouvelle-Écosse,ED12-003,Dartmouth,Dartmouth,Dartmouth,Dartmouth
GE.36.1997,3600,Nova Scotia,Nouvelle-Écosse,ED12-004,Halifax,Halifax,Halifax,Halifax
GE.36.1997,3600,Nova Scotia,Nouvelle-Écosse,ED12-005,Halifax West,Halifax West,Halifax-Ouest,Halifax-Ouest
GE.36.1997,3600,Nova Scotia,Nouvelle-Écosse,ED12-006,Kings--Hants,Kings—Hants,Kings--Hants,Kings—Hants
GE.36.1997,3600,Nova Scotia,Nouvelle-Écosse,ED12-007,Pictou--Antigonish--Guysborough,Pictou—Antigonish—Guysborough,Pictou--Antigonish--Guysborough,Pictou—Antigonish—Guysborough
GE.36.1997,3600,Nova Scotia,Nouvelle-Écosse,ED12-008,Sackville--Eastern Shore,Sackville—Eastern Shore,Sackville--Eastern Shore,Sackville—Eastern Shore
GE.36.1997,3600,Nova Scotia,Nouvelle-Écosse,ED12-009,South Shore,South Shore,South Shore,South Shore
GE.36.1997,3600,Nova Scotia,Nouvelle-Écosse,ED12-010,Sydney--Victoria,Sydney—Victoria,Sydney--Victoria,Sydney—Victoria
GE.36.1997,3600,Nova Scotia,Nouvelle-Écosse,ED12-011,West Nova,West Nova,West Nova,West Nova
GE.36.1997,3600,Northwest Territories,Territoires du Nord-Ouest,ED61-001,Nunavut,Nunavut,Nunavut,Nunavut
GE.36.1997,3600,Northwest Territories,Territoires du Nord-Ouest,ED61-002,Western Arctic,Western Arctic,Western Arctic,Western Arctic
GE.36.1997,3600,Ontario,Ontario,ED35-001,Algoma--Manitoulin,Algoma—Manitoulin,Algoma--Manitoulin,Algoma—Manitoulin
GE.36.1997,3600,Ontario,Ontario,ED35-002,Barrie--Simcoe--Bradford,Barrie—Simcoe—Bradford,Barrie--Simcoe--Bradford,Barrie—Simcoe—Bradford
GE.36.1997,3600,Ontario,Ontario,ED35-003,Beaches--East York,Beaches—East York,Beaches--East York,Beaches—East York
GE.36.1997,3600,Ontario,Ontario,ED35-004,Bramalea--Gore--Malton,Bramalea—Gore—Malton,Bramalea--Gore--Malton,Bramalea—Gore—Malton
GE.36.1997,3600,Ontario,Ontario,ED35-005,Brampton Centre,Brampton Centre,Brampton-Centre,Brampton-Centre
GE.36.1997,3600,Ontario,Ontario,ED35-006,Brampton West--Mississauga,Brampton West—Mississauga,Brampton-Ouest--Mississauga,Brampton-Ouest—Mississauga
GE.36.1997,3600,Ontario,Ontario,ED35-007,Brant,Brant,Brant,Brant
GE.36.1997,3600,Ontario,Ontario,ED35-008,Broadview--Greenwood,Broadview—Greenwood,Broadview--Greenwood,Broadview—Greenwood
GE.36.1997,3600,Ontario,Ontario,ED35-009,Bruce--Grey,Bruce—Grey,Bruce--Grey,Bruce—Grey
GE.36.1997,3600,Ontario,Ontario,ED35-010,Burlington,Burlington,Burlington,Burlington
GE.36.1997,3600,Ontario,Ontario,ED35-011,Cambridge,Cambridge,Cambridge,Cambridge
GE.36.1997,3600,Ontario,Ontario,ED35-012,Davenport,Davenport,Davenport,Davenport
GE.36.1997,3600,Ontario,Ontario,ED35-013,Don Valley East,Don Valley East,Don Valley-Est,Don Valley-Est
GE.36.1997,3600,Ontario,Ontario,ED35-014,Don Valley West,Don Valley West,Don Valley-Ouest,Don Valley-Ouest
GE.36.1997,3600,Ontario,Ontario,ED35-015,Dufferin--Peel--Wellington--Grey,Dufferin—Peel—Wellington—Grey,Dufferin--Peel--Wellington--Grey,Dufferin—Peel—Wellington—Grey
GE.36.1997,3600,Ontario,Ontario,ED35-016,Durham,Durham,Durham,Durham
GE.36.1997,3600,Ontario,Ontario,ED35-017,Eglinton--Lawrence,Eglinton—Lawrence,Eglinton--Lawrence,Eglinton—Lawrence
GE.36.1997,3600,Ontario,Ontario,ED35-018,Elgin--Middlesex--London,Elgin—Middlesex—London,Elgin--Middlesex--London,Elgin—Middlesex—London
GE.36.1997,3600,Ontario,Ontario,ED35-019,Erie--Lincoln,Erie—Lincoln,Erie--Lincoln,Erie—Lincoln
GE.36.1997,3600,Ontario,Ontario,ED35-020,Essex,Essex,Essex,Essex
GE.36.1997,3600,Ontario,Ontario,ED35-021,Etobicoke Centre,Etobicoke Centre,Etobicoke-Centre,Etobicoke-Centre
GE.36.1997,3600,Ontario,Ontario,ED35-022,Etobicoke--Lakeshore,Etobicoke—Lakeshore,Etobicoke--Lakeshore,Etobicoke—Lakeshore
GE.36.1997,3600,Ontario,Ontario,ED35-023,Etobicoke North,Etobicoke North,Etobicoke-Nord,Etobicoke-Nord
GE.36.1997,3600,Ontario,Ontario,ED35-024,Glengarry--Prescott--Russell,Glengarry—Prescott—Russell,Glengarry--Prescott--Russell,Glengarry—Prescott—Russell
GE.36.1997,3600,Ontario,Ontario,ED35-025,Carleton--Gloucester,Carleton—Gloucester,Carleton--Gloucester,Carleton—Gloucester
GE.36.1997,3600,Ontario,Ontario,ED35-026,Guelph--Wellington,Guelph—Wellington,Guelph--Wellington,Guelph—Wellington
GE.36.1997,3600,Ontario,Ontario,ED35-027,Haldimand--Norfolk--Brant,Haldimand—Norfolk—Brant,Haldimand--Norfolk--Brant,Haldimand—Norfolk—Brant
GE.36.1997,3600,Ontario,Ontario,ED35-028,Halton,Halton,Halton,Halton
GE.36.1997,3600,Ontario,Ontario,ED35-029,Hamilton East,Hamilton East,Hamilton-Est,Hamilton-Est
GE.36.1997,3600,Ontario,Ontario,ED35-030,Hamilton Mountain,Hamilton Mountain,Hamilton Mountain,Hamilton Mountain
GE.36.1997,3600,Ontario,Ontario,ED35-031,Hamilton West,Hamilton West,Hamilton-Ouest,Hamilton-Ouest
GE.36.1997,3600,Ontario,Ontario,ED35-032,Hastings--Frontenac--Lennox and Addington,Hastings—Frontenac—Lennox and Addington,Hastings--Frontenac--Lennox and Addington,Hastings—Frontenac—Lennox and Addington
GE.36.1997,3600,Ontario,Ontario,ED35-033,Huron--Bruce,Huron—Bruce,Huron--Bruce,Huron—Bruce
GE.36.1997,3600,Ontario,Ontario,ED35-034,Kenora--Rainy River,Kenora—Rainy River,Kenora--Rainy River,Kenora—Rainy River
GE.36.1997,3600,Ontario,Ontario,ED35-035,Kent--Essex,Kent—Essex,Kent--Essex,Kent—Essex
GE.36.1997,3600,Ontario,Ontario,ED35-036,Kingston and the Islands,Kingston and the Islands,Kingston et les Îles,Kingston et les Îles
GE.36.1997,3600,Ontario,Ontario,ED35-037,Kitchener Centre,Kitchener Centre,Kitchener-Centre,Kitchener-Centre
GE.36.1997,3600,Ontario,Ontario,ED35-038,Kitchener--Waterloo,Kitchener—Waterloo,Kitchener--Waterloo,Kitchener—Waterloo
GE.36.1997,3600,Ontario,Ontario,ED35-039,Lambton--Kent--Middlesex,Lambton—Kent—Middlesex,Lambton--Kent--Middlesex,Lambton—Kent—Middlesex
GE.36.1997,3600,Ontario,Ontario,ED35-040,Lanark--Carleton,Lanark—Carleton,Lanark--Carleton,Lanark—Carleton
GE.36.1997,3600,Ontario,Ontario,ED35-041,Leeds--Grenville,Leeds—Grenville,Leeds--Grenville,Leeds—Grenville
GE.36.1997,3600,Ontario,Ontario,ED35-042,London North Centre,London North Centre,London-Centre-Nord,London-Centre-Nord
GE.36.1997,3600,Ontario,Ontario,ED35-043,London--Fanshawe,London—Fanshawe,London--Fanshawe,London—Fanshawe
GE.36.1997,3600,Ontario,Ontario,ED35-044,London West,London West,London-Ouest,London-Ouest
GE.36.1997,3600,Ontario,Ontario,ED35-045,Markham,Markham,Markham,Markham
GE.36.1997,3600,Ontario,Ontario,ED35-046,Mississauga Centre,Mississauga Centre,Mississauga-Centre,Mississauga-Centre
GE.36.1997,3600,Ontario,Ontario,ED35-047,Mississauga East,Mississauga East,Mississauga-Est,Mississauga-Est
GE.36.1997,3600,Ontario,Ontario,ED35-048,Mississauga South,Mississauga South,Mississauga-Sud,Mississauga-Sud
GE.36.1997,3600,Ontario,Ontario,ED35-049,Mississauga West,Mississauga West,Mississauga-Ouest,Mississauga-Ouest
GE.36.1997,3600,Ontario,Ontario,ED35-050,Nepean--Carleton,Nepean—Carleton,Nepean--Carleton,Nepean—Carleton
GE.36.1997,3600,Ontario,Ontario,ED35-051,Niagara Centre,Niagara Centre,Niagara-Centre,Niagara-Centre
GE.36.1997,3600,Ontario,Ontario,ED35-052,Niagara Falls,Niagara Falls,Niagara Falls,Niagara Falls
GE.36.1997,3600,Ontario,Ontario,ED35-053,Nickel Belt,Nickel Belt,Nickel Belt,Nickel Belt
GE.36.1997,3600,Ontario,Ontario,ED35-054,Nipissing,Nipissing,Nipissing,Nipissing
GE.36.1997,3600,Ontario,Ontario,ED35-055,Northumberland,Northumberland,Northumberland,Northumberland
GE.36.1997,3600,Ontario,Ontario,ED35-056,Oak Ridges,Oak Ridges,Oak Ridges,Oak Ridges
GE.36.1997,3600,Ontario,Ontario,ED35-057,Oakville,Oakville,Oakville,Oakville
GE.36.1997,3600,Ontario,Ontario,ED35-058,Oshawa,Oshawa,Oshawa,Oshawa
GE.36.1997,3600,Ontario,Ontario,ED35-059,Ottawa Centre,Ottawa Centre,Ottawa-Centre,Ottawa-Centre
GE.36.1997,3600,Ontario,Ontario,ED35-060,Ottawa South,Ottawa South,Ottawa-Sud,Ottawa-Sud
GE.36.1997,3600,Ontario,Ontario,ED35-061,Ottawa--Vanier,Ottawa—Vanier,Ottawa--Vanier,Ottawa—Vanier
GE.36.1997,3600,Ontario,Ontario,ED35-062,Ottawa West--Nepean,Ottawa West—Nepean,Ottawa-Ouest--Nepean,Ottawa-Ouest—Nepean
GE.36.1997,3600,Ontario,Ontario,ED35-063,Oxford,Oxford,Oxford,Oxford
GE.36.1997,3600,Ontario,Ontario,ED35-064,Parkdale--High Park,Parkdale—High Park,Parkdale--High Park,Parkdale—High Park
GE.36.1997,3600,Ontario,Ontario,ED35-065,Parry Sound--Muskoka,Parry Sound—Muskoka,Parry Sound--Muskoka,Parry Sound—Muskoka
GE.36.1997,3600,Ontario,Ontario,ED35-066,Perth--Middlesex,Perth—Middlesex,Perth--Middlesex,Perth—Middlesex
GE.36.1997,3600,Ontario,Ontario,ED35-067,Peterborough,Peterborough,Peterborough,Peterborough
GE.36.1997,3600,Ontario,Ontario,ED35-068,Pickering--Ajax--Uxbridge,Pickering—Ajax—Uxbridge,Pickering--Ajax--Uxbridge,Pickering—Ajax—Uxbridge
GE.36.1997,3600,Ontario,Ontario,ED35-069,Prince Edward--Hastings,Prince Edward—Hastings,Prince Edward--Hastings,Prince Edward—Hastings
GE.36.1997,3600,Ontario,Ontario,ED35-070,Renfrew--Nipissing--Pembroke,Renfrew—Nipissing—Pembroke,Renfrew--Nipissing--Pembroke,Renfrew—Nipissing—Pembroke
GE.36.1997,3600,Ontario,Ontario,ED35-071,Sarnia--Lambton,Sarnia—Lambton,Sarnia--Lambton,Sarnia—Lambton
GE.36.1997,3600,Ontario,Ontario,ED35-072,Sault Ste. Marie,Sault Ste. Marie,Sault Ste. Marie,Sault Ste. Marie
GE.36.1997,3600,Ontario,Ontario,ED35-073,Scarborough--Agincourt,Scarborough—Agincourt,Scarborough--Agincourt,Scarborough—Agincourt
GE.36.1997,3600,Ontario,Ontario,ED35-074,Scarborough Centre,Scarborough Centre,Scarborough-Centre,Scarborough-Centre
GE.36.1997,3600,Ontario,Ontario,ED35-075,Scarborough East,Scarborough East,Scarborough-Est,Scarborough-Est
GE.36.1997,3600,Ontario,Ontario,ED35-076,Scarborough--Rouge River,Scarborough—Rouge River,Scarborough--Rouge River,Scarborough—Rouge River
GE.36.1997,3600,Ontario,Ontario,ED35-077,Scarborough Southwest,Scarborough Southwest,Scarborough-Sud-Ouest,Scarborough-Sud-Ouest
GE.36.1997,3600,Ontario,Ontario,ED35-078,Simcoe--Grey,Simcoe—Grey,Simcoe--Grey,Simcoe—Grey
GE.36.1997,3600,Ontario,Ontario,ED35-079,Simcoe North,Simcoe North,Simcoe-Nord,Simcoe-Nord
GE.36.1997,3600,Ontario,Ontario,ED35-080,St. Catharines,St. Catharines,St. Catharines,St. Catharines
GE.36.1997,3600,Ontario,Ontario,ED35-081,St. Paul's,St. Paul's,St. Paul's,St. Paul's
GE.36.1997,3600,Ontario,Ontario,ED35-082,Stoney Creek,Stoney Creek,Stoney Creek,Stoney Creek
GE.36.1997,3600,Ontario,Ontario,ED35-083,Stormont--Dundas,Stormont—Dundas,Stormont--Dundas,Stormont—Dundas
GE.36.1997,3600,Ontario,Ontario,ED35-084,Sudbury,Sudbury,Sudbury,Sudbury
GE.36.1997,3600,Ontario,Ontario,ED35-085,Thornhill,Thornhill,Thornhill,Thornhill
GE.36.1997,3600,Ontario,Ontario,ED35-086,Thunder Bay--Atikokan,Thunder Bay—Atikokan,Thunder Bay--Atikokan,Thunder Bay—Atikokan
GE.36.1997,3600,Ontario,Ontario,ED35-087,Thunder Bay--Nipigon,Thunder Bay—Nipigon,Thunder Bay--Nipigon,Thunder Bay—Nipigon
GE.36.1997,3600,Ontario,Ontario,ED35-088,Timiskaming--Cochrane,Timiskaming—Cochrane,Timiskaming--Cochrane,Timiskaming—Cochrane
GE.36.1997,3600,Ontario,Ontario,ED35-089,Timmins--James Bay,Timmins—James Bay,Timmins--Baie James,Timmins—Baie James
GE.36.1997,3600,Ontario,Ontario,ED35-090,Toronto Centre--Rosedale,Toronto Centre—Rosedale,Toronto-Centre--Rosedale,Toronto-Centre—Rosedale
GE.36.1997,3600,Ontario,Ontario,ED35-091,Trinity--Spadina,Trinity—Spadina,Trinity--Spadina,Trinity—Spadina
GE.36.1997,3600,Ontario,Ontario,ED35-092,Vaughan--King--Aurora,Vaughan—King—Aurora,Vaughan--King--Aurora,Vaughan—King—Aurora
GE.36.1997,3600,Ontario,Ontario,ED35-093,Victoria--Haliburton,Victoria—Haliburton,Victoria--Haliburton,Victoria—Haliburton
GE.36.1997,3600,Ontario,Ontario,ED35-094,Waterloo--Wellington,Waterloo—Wellington,Waterloo--Wellington,Waterloo—Wellington
GE.36.1997,3600,Ontario,Ontario,ED35-095,Wentworth--Burlington,Wentworth—Burlington,Wentworth--Burlington,Wentworth—Burlington
GE.36.1997,3600,Ontario,Ontario,ED35-096,Whitby--Ajax,Whitby—Ajax,Whitby--Ajax,Whitby—Ajax
GE.36.1997,3600,Ontario,Ontario,ED35-097,Willowdale,Willowdale,Willowdale,Willowdale
GE.36.1997,3600,Ontario,Ontario,ED35-098,Windsor--St. Clair,Windsor—St. Clair,Windsor--St. Clair,Windsor—St. Clair
GE.36.1997,3600,Ontario,Ontario,ED35-099,Windsor West,Windsor West,Windsor-Ouest,Windsor-Ouest
