election_id,event_number,electoral_district_number_numéro_de_circonscription,ballot_sequence_number,candidate_candidat,candidate_first_name_prénom_du_candidat,candidate_middle_name_second_prénom_du_candidat,candidate_family_name_nom_de_famille_du_candidat,candidate_gender_code,candidate_occupation_english_anglais,profession_du_candidat_français_french,incumbent_indicator,elected_indicator,candidate_residence_résidence_du_candidat,candidate_province_english_anglais,province_du_candidat_français_french,party_abbreviation_english_anglais,abréviation_de_parti_français_french
GE.36.1997,3600,ED35-059,10,Neil Paterson,Neil,Neil,Paterson,M,Party Leader,Chef de parti,N,N,Ottawa,Ontario,Ontario,NLP,PLN
GE.36.1997,3600,ED35-059,11,John Perocchio,John,John,Perocchio,M,Businessman,Homme d'affaires,N,N,Kanata,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-060,1,Keith Beardsley,Keith,Keith,Beardsley,M,Real Estate Sales,Agent immobilier,N,N,Ottawa,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-060,2,Carla Marie Dancey,Carla,Carla,Dancey,F,Relationship Counsellor,Conseillère en relations interpersonnelles,N,N,Ottawa,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-060,3,Anna Di Carlo,Anna,Anna,Di Carlo,F,Journalist,Journaliste,N,N,Ottawa,Ontario,Ontario,M-L,M-L
GE.36.1997,3600,ED35-060,4,John Manley,John,John,Manley,M,Lawyer,Avocat,Y,Y,Ottawa,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-060,5,Marcella Munro,Marcella,Marcella,Munro,F,Communications Coordinator,Coordonnatrice des communications,N,N,Ottawa,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-060,6,Maria Von Finckenstein,Maria,Maria,Von Finckenstein,F,Therapist,Thérapeute,N,N,Ottawa,Ontario,Ontario,Green,Vert
GE.36.1997,3600,ED35-060,7,Paula Williams,Paula,Paula,Williams,F,Community Volunteer-Caregiver,Bénévole communautaire-Préposée aux soins,N,N,Ottawa,Ontario,Ontario,CAP,PAC
GE.36.1997,3600,ED35-060,8,Richard Michael Wolfson,Richard,Richard,Wolfson,M,Scientist,Scientifique,N,N,Ottawa,Ontario,Ontario,NLP,PLN
GE.36.1997,3600,ED35-061,1,Luc Edmund Barrick,Luc,Luc,Barrick,M,Articling,Stagiaire,N,N,Ottawa,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-061,2,Mauril Bélanger,Mauril,Mauril,Bélanger,M,Administrator,Administrateur,Y,Y,Ottawa,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-061,3,César Antonio Bello,César,César,Bello,M,Journalist,Journaliste,N,N,Gloucester,Ontario,Ontario,Nil,Nil
GE.36.1997,3600,ED35-061,4,Roger Bouchard,Roger,Roger,Bouchard,M,Écrivain,Writer,N,N,Orléans,Ontario,Ontario,NLP,PLN
GE.36.1997,3600,ED35-061,5,Richard Guy Briggs,Richard,Richard,Briggs,M,Engineer,Ingénieur,N,N,Ottawa,Ontario,Ontario,Green,Vert
GE.36.1997,3600,ED35-061,6,David Gagnon,David,David,Gagnon,M,Corporate Chaplain,Chapelain corporatif,N,N,Ottawa,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-061,7,Ray Grant,Ray,Ray,Grant,M,Head of Security,Chef de sécurité,N,N,Ottawa,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-061,8,Robert Rival,Robert,Robert,Rival,M,Student,Étudiant,N,N,Ottawa,Ontario,Ontario,M-L,M-L
GE.36.1997,3600,ED35-062,1,Wendy Elizabeth Byrne,Wendy,Wendy,Byrne,F,Solicitor,Avocate,N,N,Ottawa,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-062,2,Marlene Catterall,Marlene,Marlene,Catterall,F,Politician,Politicienne,Y,Y,Ottawa,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-062,3,Marsha Fine,Marsha,Marsha,Fine,F,Consultant,Consultante,N,N,Hull,Quebec,Québec,M-L,M-L
GE.36.1997,3600,ED35-062,4,Margret Kopala,Margret,Margret,Kopala,F,Homemaker,Maîtresse de maison,N,N,Ottawa,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-062,5,Stan Lamothe,Stan,Stan,Lamothe,M,Instructor,Instructeur,N,N,Orléans,Ontario,Ontario,NLP,PLN
GE.36.1997,3600,ED35-062,6,Stuart Langstaff,Stuart,Stuart,Langstaff,M,Engineer,Ingénieur,N,N,Pakenham,Ontario,Ontario,Green,Vert
GE.36.1997,3600,ED35-062,7,John C. Turmel,John,John,Turmel,M,Banking Systems Engineer,Analyste-programmeur de systèmes bancaires,N,N,Ottawa,Ontario,Ontario,Independent,Indépendent
GE.36.1997,3600,ED35-062,8,Barry Yeates,Barry,Barry,Yeates,M,Training Consultant,Consultant en formation,N,N,Ottawa,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-063,1,Martin Donlevy,Martin,Martin,Donlevy,M,Radio Advertising Sales,Vente de publicité à la radio,N,N,Woodstock,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-063,2,John Finlay,John,John,Finlay,M,Retired Teacher,Enseignant retraité,Y,Y,Woodstock,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-063,3,Bill Irvine,Bill,Bill,Irvine,M,Merchant,Marchand,N,N,Tillsonburg,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-063,4,Alex Kreider,Alex,Alex,Kreider,M,Social Services,Services sociaux,N,N,Embro,Ontario,Ontario,CAP,PAC
GE.36.1997,3600,ED35-063,5,Dave Mackenzie,Dave,Dave,Mackenzie,M,Retired Police Chief,Chef de police retraité,N,N,Woodstock,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-063,6,Jim Morris,Jim,Jim,Morris,M,Lead Hand at Dominion Controls,Chef d'équipe à Dominion Controls,N,N,Embro,Ontario,Ontario,NLP,PLN
GE.36.1997,3600,ED35-063,7,John Zekveld,John,John,Zekveld,M,Farm Manager,Régisseur,N,N,Watford,Ontario,Ontario,CHP,PHC
GE.36.1997,3600,ED35-064,1,Sarmite Bulte,Sarmite,Sarmite,Bulte,F,Lawyer,Avocate,N,Y,Toronto,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-064,2,Pierre Chénier,Pierre,Pierre,Chénier,M,Printer,Imprimeur,N,N,Etobicoke,Ontario,Ontario,M-L,M-L
GE.36.1997,3600,ED35-064,3,Miriam Hawkins,Miriam,Miriam,Hawkins,F,Consumer Advocate,Protectrice du consommateur,N,N,Toronto,Ontario,Ontario,CAP,PAC
GE.36.1997,3600,ED35-064,4,Michael Jakubcak,Michael,Michael,Jakubcak,M,Small Business,Petite entreprise,N,N,Weston,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-064,5,Gregory Wayne Roberts,Gregory Wayne,Gregory Wayne,Roberts,M,Transport Driver,Conducteur,N,N,Toronto,Ontario,Ontario,NLP,PLN
GE.36.1997,3600,ED35-064,6,Jilian Saweczko,Jilian,Jilian,Saweczko,F,Independent Businesswoman,Femme d'affaires indépendante,N,N,Toronto,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-064,7,Paul Schmidt,Paul,Paul,Schmidt,M,Vice-Principal,Directeur adjoint,N,N,Toronto,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-064,8,Laura Weinberg,Laura,Laura,Weinberg,F,Environmental Consultant-Student,Consultante environnementale-Étudiante,N,N,Toronto,Ontario,Ontario,Green,Vert
GE.36.1997,3600,ED35-065,1,Rick Alexander,Rick,Rick,Alexander,M,Administrator,Administrateur,N,N,Ottawa,Ontario,Ontario,NLP,PLN
GE.36.1997,3600,ED35-065,2,Glen Hodgson,Glen,Glen,Hodgson,M,Teacher,Enseignant,N,N,Parry Sound,Ontario,Ontario,Green,Vert
GE.36.1997,3600,ED35-065,3,Lewis MacKenzie,Lewis,Lewis,MacKenzie,M,President,"Président, General MacKenzie Comms Inc.",N,N,Bracebridge,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-065,4,Andy Mitchell,Andy,Andy,Mitchell,M,Banker,Banquier,Y,Y,Gravenhurst,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-065,5,Jackie Raney,Jackie,Jackie,Raney,F,Homemaker,Maîtresse de maison,N,N,Sundridge,Ontario,Ontario,CAP,PAC
GE.36.1997,3600,ED35-065,6,Peter Spadzinski,Peter,Peter,Spadzinski,M,Teacher,Enseignant,N,N,Parry Sound,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-065,7,Carl Wirth,Carl,Carl,Wirth,M,Bell Technician,Technicien aux services Bell,N,N,Bracebridge,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-066,1,Garnet M. Bloomfield,Garnet,Garnet,Bloomfield,M,Farmer,Fermier,N,N,Ilderton,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-066,2,Linda Ham,Linda,Linda,Ham,F,Social Worker,Travailleuse sociale,N,N,Embro,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-066,3,Jamie Harris,Jamie,Jamie,Harris,M,Doctor,Médecin,N,N,Arva,Ontario,Ontario,CHP,PHC
GE.36.1997,3600,ED35-066,4,John Richardson,John,John,Richardson,M,Politician,Politicien,Y,Y,Stratford,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-066,5,Gary Schellenberger,Gary,Gary,Schellenberger,M,Decorator,Décorateur,N,N,Sebringville,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-067,1,Peter Adams,Peter,Peter,Adams,M,Professor,Professeur,Y,Y,Peterborough,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-067,2,Fred Birket,Fred,Fred,Birket,M,Retired,Retraité,N,N,Millbrook,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-067,3,Nancy Branscombe,Nancy,Nancy,Branscombe,F,Political Organizer,Organisatrice politique,N,N,Peterborough,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-067,4,Tom McMillan,Tom,Tom,McMillan,M,Political Scientist,Politicologue,N,N,Peterborough,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-068,1,Douglas W. Grey,Douglas,Douglas,Grey,M,National Representative,Représentant national,N,N,Pickering,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-068,2,Ken Griffith,Ken,Ken,Griffith,M,Cable Splicer,Épisseur de câbles,N,N,Schomberg,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-068,3,Leanne Lewis,Leanne,Leanne,Lewis,F,Community Volunteer,Bénévole communautaire,N,N,Locust Hill,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-068,4,Dan McTeague,Dan,Dan,McTeague,M,Parliamentarian,Parlementaire,Y,Y,Pickering,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-069,1,Barb Dolan,Barb,Barb,Dolan,F,Service Assistant,Assistante au service à la clientèle,N,N,Corbyville,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-069,2,Lloyd Lewis,Lloyd,Lloyd,Lewis,M,Self-employed  Businessman,Homme d'affaires autonome,N,N,Belleville,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-069,3,Dennis Timbrell,Dennis,Dennis,Timbrell,M,Consultant,Consultant,N,N,Wellington,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-069,4,Lyle Vanclief,Lyle,Lyle,Vanclief,M,Agrologist,Agronome,Y,Y,Ameliasburg,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-070,1,Barbara Clarke,Barbara,Barbara,Clarke,F,Policy Researcher,Recherchiste stratégique,N,N,Pembroke,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-070,2,Hec Clouthier,Hec,Hec,Clouthier,M,Businessman,Homme d'affaires,N,Y,Petawawa,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-070,3,Gay Curran-Desmond,Gay,Gay,Curran-Desmond,F,Writer-Designer,Écrivaine-Designer,N,N,Arnprior,Ontario,Ontario,CAP,PAC
GE.36.1997,3600,ED35-070,4,André Giordano,André,André,Giordano,M,Maintenance,Entretien,N,N,Ottawa,Ontario,Ontario,NLP,PLN
GE.36.1997,3600,ED35-070,5,Bob Gould,Bob,Bob,Gould,M,Air Traffic Control,Contrôle de la circulation aérienne,N,N,Renfrew,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-070,6,Ed Pinnell,Ed,Ed,Pinnell,M,Professional Engineer,Ingénieur professionnel,N,N,Arnprior,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-071,1,Shannon Bourke,Shannon,Shannon,Bourke,F,,,N,N,Brights Grove,Ontario,Ontario,NLP,PLN
GE.36.1997,3600,ED35-071,2,Dick Carpani,Dick,Dick,Carpani,M,Professional Engineer,Ingénieur professionnel,N,N,Sarnia,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-071,3,Dave Christie,Dave,Dave,Christie,M,Stationary Engineer,Opérateur de machines fixes,N,N,Sarnia,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-071,4,John Elliott,John,John,Elliott,M,Operations Controller,Contrôleur des opérations,N,N,Camlachie,Ontario,Ontario,Independent,Indépendent
GE.36.1997,3600,ED35-071,5,Roger Gallaway,Roger,Roger,Gallaway,M,Lawyer,Avocat,Y,Y,Point Edward,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-071,6,Phil Gamester,Phil,Phil,Gamester,M,Advertising Consultant,Consultant en publicité,N,N,Sarnia,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-071,7,Philip G. Holley,Philip,Philip,Holley,M,Micro Entreprise Consultant,Consultant en micro-entreprise,N,N,Sarnia,Ontario,Ontario,CAP,PAC
GE.36.1997,3600,ED35-071,8,Paul Van Oosten,Paul,Paul,Van Oosten,M,Teacher,Enseignant,N,N,Sarnia,Ontario,Ontario,CHP,PHC
GE.36.1997,3600,ED35-072,1,Phyllis Dietrich,Phyllis,Phyllis,Dietrich,F,Clergy-United Church of Canada,Clergé-Église unie du Canada,N,N,Sault Ste. Marie,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-072,2,Colleen Hibbs,Colleen,Colleen,Hibbs,F,Former Nurse-Homemaker,Infirmière antérieure-ménagère,N,N,Sault Ste. Marie,Ontario,Ontario,NLP,PLN
GE.36.1997,3600,ED35-072,3,Doug Lawson,Doug,Doug,Lawson,M,University President,Président d'université,N,N,Sault Ste. Marie,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-072,4,Carmen Provenzano,Carmen,Carmen,Provenzano,M,Lawyer,Avocat,N,Y,Sault Ste. Marie,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-072,5,David Rose,David,David,Rose,M,Chief Supervisor,Surveillant en chef,N,N,Sault Ste. Marie,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-073,1,Doug Hum,Doug,Doug,Hum,M,Community Worker,Animateur communautaire,N,N,Toronto,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-073,2,Jim Karygiannis,Jim,Jim,Karygiannis,M,Parliamentarian,Parlementaire,Y,Y,Scarborough,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-073,3,Edward Lee,Edward,Edward,Lee,M,Dentist,Dentiste,N,N,Markham,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-073,4,Rick Perkins,Rick,Rick,Perkins,M,Banking,Opérations bancaires,N,N,Toronto,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-074,1,John Cannis,John,John,Cannis,M,Politician,Politicien,Y,Y,Scarborough,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-074,2,Bill Settatree,Bill,Bill,Settatree,M,,,N,N,Scarborough,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-074,3,Brian Shedden,Brian,Brian,Shedden,M,Construction Executive,Chef de chantier,N,N,Pickering,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-074,4,Chris Stewart,Chris,Chris,Stewart,M,Student,Étudiant,N,N,Scarborough,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-075,1,Bob Frankford,Bob,Bob,Frankford,M,Medical Doctor,Médecin,N,N,Toronto,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-075,2,Calvin Henry-Cotnam,Calvin,Calvin,Henry-Cotnam,M,Technical Trainer-Programmer,Formateur technique-Programmeur,N,N,Scarborough,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-075,3,D'Arcy Keene,D'Arcy,D'Arcy,Keene,M,Executive Assistant,Adjoint exécutif,N,N,Scarborough,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-075,4,Erica Kindl,Erica,Erica,Kindl,F,Alternative Therapist,Praticienne de médecine parallèle,N,N,Toronto,Ontario,Ontario,NLP,PLN
GE.36.1997,3600,ED35-075,5,John N. McKay,John,John,McKay,M,Lawyer,Avocat,N,Y,West Hill,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-075,6,Stan Roberts,Stan,Stan,Roberts,M,Registered Insurance Broker,Courtier d'assurances inscrit,N,N,Scarborough,Ontario,Ontario,CAP,PAC
GE.36.1997,3600,ED35-075,7,Ian Town,Ian,Ian,Town,M,Chiropractor,Chiropraticien,N,N,West Hill,Ontario,Ontario,CHP,PHC
GE.36.1997,3600,ED35-075,8,Sharon Trivers,Sharon,Sharon,Trivers,F,Homemaker,Maîtresse de maison,N,N,Scarborough,Ontario,Ontario,Green,Vert
GE.36.1997,3600,ED35-076,1,Ronald Bounds,Ronald,Ronald,Bounds,M,Real Estate Sales Representative,Vendeur d'immeubles,N,N,Scarborough,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-076,2,Loucas Café,Loucas,Loucas,Café,M,Teacher,Enseignant,N,N,Scarborough,Ontario,Ontario,NLP,PLN
GE.36.1997,3600,ED35-076,3,Derek Lee,Derek,Derek,Lee,M,Lawyer,Avocat,Y,Y,Scarborough,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-076,4,Joe Li,Joe,Joe,Li,M,Director of Agent Recruiting,Directeur du recrutement des agents,N,N,Scarborough,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-076,5,Pedram Moallemian,Pedram,Pedram,Moallemian,M,Self-employed,Travailleur autonome,N,N,Scarborough,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-076,6,Steven Vaughan,Steven,Steven,Vaughan,M,Engineer,Ingénieur,N,N,Scarborough,Ontario,Ontario,CAP,PAC
GE.36.1997,3600,ED35-077,1,Tom Ambas,Tom,Tom,Ambas,M,Self-employed Businessman,Homme d'affaires autonome,N,N,Scarborough,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-077,2,David James Cooper,David,David,Cooper,M,Journalist,Journaliste,N,N,Toronto,Ontario,Ontario,Green,Vert
GE.36.1997,3600,ED35-077,3,Dave Gracey,Dave,Dave,Gracey,M,Retired,Retraité,N,N,Scarborough,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-077,4,Brian McCutcheon,Brian,Brian,McCutcheon,M,Lawyer,Avocat,N,N,Scarborough,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-077,5,Tom Wappel,Tom,Tom,Wappel,M,Barrister and Solicitor,Avocat,Y,Y,Scarborough,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-078,1,Paul Bonwick,Paul,Paul,Bonwick,M,Sales and Leasing Consultant,Consultant en ventes et location,N,Y,Collingwood,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-078,2,Mia Colaris,Mia,Mia,Colaris,F,Office Manager,Chef de bureau,N,N,Tottenham,Ontario,Ontario,CHP,PHC
GE.36.1997,3600,ED35-078,3,Shawn Mitchell,Shawn,Shawn,Mitchell,M,Consultant,Consultant,N,N,Wasaga Beach,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-078,4,Paul Shaw,Paul,Paul,Shaw,M,Lawyer,Avocat,N,N,Collingwood,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-078,5,Marty Wilkinson,Marty,Marty,Wilkinson,M,Teacher,Enseignant,N,N,Creemore,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-079,1,Ann Billings,Ann,Ann,Billings,F,Coordinator of Services,Coordonnatrice des services,N,N,Moonstone,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-079,2,Peter Cameron,Peter,Peter,Cameron,M,Administrator,Administrateur,N,N,Huntsville,Ontario,Ontario,NLP,PLN
GE.36.1997,3600,ED35-079,3,Paul DeVillers,Paul,Paul,DeVillers,M,Solicitor,Avocat,Y,Y,Penetanguishene,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-079,4,Gloria Earl,Gloria,Gloria,Earl,F,Promotions,Autopublicité,N,N,Orillia,Ontario,Ontario,CAP,PAC
GE.36.1997,3600,ED35-079,5,Sharon Henry,Sharon,Sharon,Henry,F,President,"Présidente, S.H. Holdings",N,N,Orillia,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-079,6,Adam Mazzara,Adam,Adam,Mazzara,M,Student,Étudiant,N,N,Midland,Ontario,Ontario,Green,Vert
GE.36.1997,3600,ED35-079,7,Peter Stock,Peter,Peter,Stock,M,Parliamentary Assistant,Adjoint parlementaire,N,N,Orillia,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-080,1,Gregg Crealock,Gregg,Gregg,Crealock,M,Restaurateur,Restaurateur,N,N,Vineland Station,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-080,2,Helene Darisse,Helene,Helene,Darisse,F,Teacher,Enseignante,N,N,Niagara Falls,Ontario,Ontario,NLP,PLN
GE.36.1997,3600,ED35-080,3,Tristan Emmanuel,Tristan,Tristan,Emmanuel,M,Business Owner-Transportation,Propriétaire d'entreprise de transports,N,N,St. Catharines,Ontario,Ontario,CHP,PHC
GE.36.1997,3600,ED35-080,4,Ed Gould,Ed,Ed,Gould,M,Millwright,Mécanicien,N,N,St. Catharines,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-080,5,Rob Hesp,Rob,Rob,Hesp,M,Investment Advisor,Conseiller en placement,N,N,St. Catharines,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-080,6,Walt Lastewka,Walt,Walt,Lastewka,M,"Retired Executive, GM",Cadre de General Motors retraité,Y,Y,St. Catharines,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-080,7,G.L. Malcolm,G.L.,G.L.,Malcolm,M,Businessman,Homme d'affaires,N,N,St. Catharines,Ontario,Ontario,CAP,PAC
GE.36.1997,3600,ED35-081,1,Peter Atkins,Peter,Peter,Atkins,M,Firefighter,Pompier,N,N,Toronto,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-081,2,Carolyn Bennett,Carolyn,Carolyn,Bennett,F,Doctor,Médecin,N,Y,Toronto,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-081,3,Fernand Deschamps,Fernand,Fernand,Deschamps,M,Teacher,Enseignant,N,N,Toronto,Ontario,Ontario,M-L,M-L
GE.36.1997,3600,ED35-081,4,Neil Dickie,Neil,Neil,Dickie,M,Marketing Analyst,Analyste marketing,N,N,Toronto,Ontario,Ontario,NLP,PLN
GE.36.1997,3600,ED35-081,5,Francis Floszmann,Francis,Francis,Floszmann,M,Lawyer,Avocat,N,N,Toronto,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-081,6,Michael Halewood,Michael,Michael,Halewood,M,Lawyer,Avocat,N,N,Toronto,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-081,7,Don Roebuck,Don,Don,Roebuck,M,Teacher,Enseignant,N,N,Toronto,Ontario,Ontario,Green,Vert
GE.36.1997,3600,ED35-081,8,Daniel Widdicombe,Daniel,Daniel,Widdicombe,M,Sales Representative,Représentant des ventes,N,N,Toronto,Ontario,Ontario,CAP,PAC
GE.36.1997,3600,ED35-082,1,Angela M. Braun,Angela,Angela,Braun,F,Homemaker-Supply Teacher,Ménagère-Enseignante suppléante,N,N,Thorold,Ontario,Ontario,CHP,PHC
GE.36.1997,3600,ED35-082,2,Peter Cassidy,Peter,Peter,Cassidy,M,Lawyer,Avocat,N,N,Hamilton,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-082,3,Clay Downes,Clay,Clay,Downes,M,Businessman,Homme d'affaires,N,N,Georgetown,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-082,4,Cynthia Marchand,Cynthia,Cynthia,Marchand,F,Business Consultant,Consultante en affaires,N,N,Niagara-on-the-Lake,Ontario,Ontario,NLP,PLN
GE.36.1997,3600,ED35-082,5,Angie Tomasic,Angie,Angie,Tomasic,F,Bank Manager,Banquière,N,N,Hamilton,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-082,6,Tony Valeri,Tony,Tony,Valeri,M,President,Président,Y,Y,Stoney Creek,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-083,1,Ian A.G. Campbell,Ian,Ian,Campbell,M,Teacher,Enseignant,N,N,Gloucester,Ontario,Ontario,NLP,PLN
GE.36.1997,3600,ED35-083,2,Charles Dillabough,Charles,Charles,Dillabough,M,Accountant,Comptable,N,N,Chesterville,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-083,3,Sydney Gardiner,Sydney,Sydney,Gardiner,M,Salesperson,Vendeur,N,N,Cornwall,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-083,4,Bob Kilger,Bob,Bob,Kilger,M,Politician,Politicien,Y,Y,Cornwall,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-083,5,Leslie O'Shaughnessy,Leslie,Leslie,O'Shaughnessy,M,Realtor,Agent immobilier,N,N,Cornwall,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-084,1,John Filo,John,John,Filo,M,Professor,Professeur,N,N,Subdury,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-084,2,Roy Hankonen,Roy,Roy,Hankonen,M,Supervisor,Superviseur,N,N,Subdury,Ontario,Ontario,NLP,PLN
GE.36.1997,3600,ED35-084,3,Bill Lee,Bill,Bill,Lee,M,Proprietor of Small Business,Propriétaire de petite entreprise,N,N,Subdury,Ontario,Ontario,PC,PC
GE.36.1997,3600,ED35-084,4,Diane Marleau,Diane,Diane,Marleau,F,Politician,Politicienne,Y,Y,Subdury,Ontario,Ontario,Liberal,Libéral
GE.36.1997,3600,ED35-084,5,Kathy McNeil,Kathy,Kathy,McNeil,F,Registered Nurse,Infirmière diplômée,N,N,Subdury,Ontario,Ontario,CAP,PAC
GE.36.1997,3600,ED35-084,6,Jim Rollo,Jim,Jim,Rollo,M,Businessman,Homme d'affaires,N,N,Copper Cliff,Ontario,Ontario,Reform,Réforme
GE.36.1997,3600,ED35-085,1,Shel Bergson,Shel,Shel,Bergson,M,Student-Bellman,Étudiant-Chasseur,N,N,Thornhill,Ontario,Ontario,Independent,Indépendent
GE.36.1997,3600,ED35-085,2,Helen Breslauer,Helen,Helen,Breslauer,F,Educator and Consultant,Éducatrice et consultante,N,N,Toronto,Ontario,Ontario,NDP,NPD
GE.36.1997,3600,ED35-085,3,Elinor Caplan,Elinor,Elinor,Caplan,F,,,N,Y,North York,Ontario,Ontario,Liberal,Libéral
